Sentence,Emotion
연아 선수 그대는 하늘이 이 나라에 주신고귀한 선물입니다.,3
그래도 죽은 남편과 딸이 살아 돌아오지 못한다는 현실이 너무나 서글프네요.,1
내가 더 힘들까?오빠가 더 힘들까?,1
우리의 신뢰와 믿음은 언제나 절망이 되어 되돌아왔다.,1
론다 인간미 있네,3
계속해야할지 고민되네여.,1
결국 화를주체못하고 헤어지자고해버렸네요..,1
 그걸 쓰면 남이 열심히 모은돈 도둑질하는 느낌일것 같은데.,1
비상계엄선포하라!그걸 부르고있다,2
김영란법위배기사인지 확인해봐야할듯,2
포켓몬 자체가 드물게 나옴.,2
 너무 편안하고 감사합니다.,3
주부경력 20년차이지만 요리는 항상 어렵다고 생각했는데 백주부님이 할수있다,3
윤아 연기 잘하고 이쁘고 매력있어~~!,3
이건 정말 필요했던 부분이다~,2
이제부터가 진짜시작이지요,2
일베 메갈 유해사이트로 지정해서배우자가 그사이트를 할시이혼사유확정 !! ㅋㅋㅋㅋㅋㅋㅋ뭐이런거 ㅋㅋㅋㅋㅋㅋ,3
아직 읽지도 않지만 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
문형표도 사형해라...,0
 반드시 응징이 있으리라!,0
오빠안녕하세요!,3
쓸데없는 말보다 행동으로 보여주는 대통령 멋지다,3
"내가 모쏠이라서 그래,,,",1
일본은 솔직히 우리보다 부자인데 뭘도와주냐 에콰도르는 도와주자,2
남지현은 얼굴부터 몸매 전체가 다 이쁨.,3
이런건 좀 배워야된다,1
헤어지는게 맞겠죠?,1
근데 여자친구가제월급을 자기가 관리하고싶어하는데요,1
 그래서 서양화 된 한식을 자꾸 선보이는거.,3
 진짜 너무안맞아서 못가겠는데 환불 할수있다는걸 몰랐어요,1
"와, 대단한 사람이다...",3
집회 망해서 생방송이 불가한거 같다. ㅋㅋㅋ,2
질문은 안받고 혼자 외운거 씨부리고자빠졌네,0
여자분들은 어떤 마음으로 남자친구랑 헤어지시나요..,1
 불평하려면 일을 해서 번 돈으로 사처먹던가.,0
우리나라 공무원이 거기가 있나보네,2
교회 뒷편에서 초등학생이 강간당해도 방관하는게 니네들이 믿는 신임,0
국토부는 원래 현대편인데 돈을안줬나?,2
무한도전 지피지기!!,3
 지깟것들이 뭔대 평가를 해!,0
구덩이에 빠졌을 때 꺼내들라고 슈렉 고양이 눈빛 발사하다 버럭 하다 하는 거 정말 귀엽고 웃기고 연기도 잘했음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
트리진짜 너무 이쁨 ㅋㅋㅋㅋ,3
토일월 이렇게 매일 전화 왔는데ㅜ,1
국민 여러분 거짖 일관하는 대기업 총수구속수사위하여 촛 불 듭시다,2
아르헨 애들은 항상 향수병에 기량 출중한데도 꼭 아르헨으로 돌아가더라,2
 차근차근 말하려구해도 상대방은 그렇지 않으니눈물이나게되요,1
면접도 보러가도 연락준다더니 소식도없고스트레스 풀때도없고 ...,1
니들이하는모든것을국민들이지켜보고있다.,0
돈이 아무리많아도 본판은 못바꿈,2
드라마는 꿰뚫고있으면서,0
인터넷 쇼핑도 한 때,1
왜놈들이 하는짓이 그렇지!!!,0
캬~~ 역시 헬조선에서 사는맛이지,0
박사모=최순실을 사랑하는 모임?,0
 더 슬펐던건 전 반박을 못했더라죠..,1
백주부님 덕분에 요리가 즐거워요~**,3
 가을야구 가지못하는팀들도 경기하게 해주는 센스 ㅋㅋㅋ,3
순실아 국민들은 왜 너를 못막았을까,0
얘도 박보영빨이었네,2
비오는 곳 부럽네요..ㅠㅠ,1
 평생모으지도 말고 다 써야 한다는건가..,1
저 그지같은흉상 지키는경찰인가?,2
근데 참 잘생겼다,3
아홉명의 자녀들은 아직도 차가운 바다에 가라앉아 있습니다,1
그런데 군화에게 어떻게 이별을 말해야 할까요..?,1
정채연 너무 예쁘다 ㅜㅜ,3
 라는 마음이 솟구치네여ㅠㅠ,1
어제 너무 슬펐어요 ㅜㅜ,1
 어둠은 빛을 이길 수 없다.,0
"이길땐 훈훈하더니 털리니까 무슨 댓글에 다 악의적인것만 1,2,3등이냐",0
전라도분들은 35만을 굳게 믿습니다.,3
너무 나도 좋은 음식을 먹기 좋게 만들어주시는  백선생님 늘 사랑합니다..,3
방송하시면서 많은 레시피 부타드립니다.,3
샹년으로만들고다녔나보네.,0
아역배우 성장의좋은예,2
고향 친구로서 매우 박감독님이 자랑스럽습니다.,3
ㅋㅋ 10초쯤에 나오는 코트 돌리기 귀엽네욤. ㅋ..,3
 스타 되기 위한 마음이 아닌 오랫동안 연기하는 배우가 되고 싶어하는 마인드와 글쓰는 감성들 다 좋다~,3
어제 진짜 감동 먹었어요 ㅠ,3
존니짱나고 열받내,0
그리고 처음에는 전화통화 할때도 할이야기가 너무너무 많고 정적없이 통화했는데요즘에는 음..,1
하지만 현실은 한 찌질녀의 애견사랑이라는 거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
그리고 이런문제가 그렇듯이 생활패턴이 서로 달라서코골이를 항상들어야하는 불편함도 있고..,1
 또 하야안해 국회야 얼른 결정내려 난 거기에 따를게하면서 흔들긋지,0
내가 이럴줄 알았다 ㅋㅋㅋㅋㅋㅋㅋ 상쾌한 아침이군 !!,3
닭대가리년이 친중하며 진핑이한테 붙으니까 미국 오빠가 확돌아서네 ㅉㅉ 외교를 이딴식으로 하냐,0
안타깝게도 그분들은 느끼는게 없을듯합니다.,1
와 컵밥을 먹어? 금수저네,1
ㅎㅎㅎㅎ 딱맞네;;; 병신년아... 잘가라...,0
죄송합니돠스,1
유난히 허벅지쪽에만 살이 많은 셀룰녀입니다.,1
살인이 허용되는 하루 난 기상청직원들을 죽일것이다,0
 맘속으로 오빠응원하고끝나는데로 바로 카페들어갈게요!♥,3
왕위세습은 하지말아야한다고 봄..,2
"좌파 쓰레기, 멋모르고 따르는 개,돼지들~~",0
가슴에 실리콘 넣은 여자랑 성기에 구슬 넣은 남자랑 잘어울린다...,2
자기 집까지 데려오고 막지도 않았는데 문제 될게 있냐?,1
 감사합니다♡,3
맨날 언제 한번 맛보나..자빠트리고 싶다 햇는데..그 말 취소임....ㅡㅡ;;,1
단역배우들 연기력도 넘사벽,3
 아기가 큰짐같이느껴졌네요,1
노트6만들차례였는데 갑자기 7을만드니까허겁지겁 만들다가 불량품 만듬 폭탄급발명품,0
저렇게 돈 받는 사람들도 첨에 돈 받기전에 다른 사람들과 별 다른거 없이 똑같이 생각 했겠지돈 받은 후 전 이랑 사람은 다르다,2
위에 두개를 생각해보니까하고 싶은 일을 하면서 부자가 되면 최고 겠네요.. ㅋㅋ,1
ㅠㅠ 다른사람들 경험담 듣고 희망고문이라도 하고싶어요,1
당연한 1위!!!,3
의리의 아이콘 !!,3
 가끔 내가이러게하다가 커서 모가될까생각함니다.,1
백쌤 화이팅 임다요,3
노친네들이 만들어 놓은 줮같은 문화 1순위가 야근,0
포그바가 맨유간게 영향이 컷을것같을데,2
어떻게 하면 건강하게 살뺄수 있을까요?,1
Kbo의 잘했어요. 좋은결정 환영 .내가다 기분이 좋아지네요.,3
우리도 성평등이 필요하다,2
천불이 납니다,0
진작에 정유라 조저야 순시리 다불지 창창한애 50년 썩어라 이럼 된다,0
안녕하세요~^-^!,3
같이 티비보면 울 엄마 쟤는 어디가든 사랑 받겠다고 하시네 부모님 정말 잘키우신듯,3
오간도가 가장 좋아하는 영화는 무간도,2
가중처벌까지 내려주시길 박영수 특검팀을 역사에 꼭 영웅으로 이름 남기길 바랍니다.,2
 글구 휴대폰 선 없어서 훨씬 편해진다.,3
잘됐네~~~중졸 축하해,3
한국은 박근혜 최순실 일당의 국정농단으로 국가시스템 자체가 붕괴되서 제대로 작동 못하는 것이 이유다.,0
 연기도 잘하는 유느 너무 완벽해요 ♥,3
자나깨나 뒤통수 조심!,2
후회하기 싫다.,1
광희 이곳저곳에서 열심이더라~기특~!!,3
9명 자살이유가 가정사가 아닌 지하철이라는 이유가 명확한가요?!,0
장교직 파면시켜라!,0
값싼 이어폰들을 없애 버리고 값비싼 무선 이어폰을 챙기겠다는 이기적이고 개념없는 발상 ;;,0
저게 교수야?,0
>< 삼가고인의 명복을 빕니다ㅜㅜ ><,1
썩어빠진 무능한 검찰보다 백배천배 낫다!!!!,0
 그래서 이번에도 안하면........하아...,1
북한군이 개입했다는 탈북자 증언들은 묵살하면서 편파보도만 일삼는구만,0
그래서 부모 잘 만나는것도 실력이야^^,3
데스노트가 어디있더라...,0
은행원은 어떻게되는건가요?,2
광희 빅뱅특집 열일했지 인정!!,3
100억이면 투자금 거의 회수 했구만 뭐,2
쟤네도 참.... 서럽겠다...,1
캔디의 이라이자도 이 정도는 아니였다.국쌍!!!,0
KBO산 배팅머신의 위엄,3
원래 헤어지려고 했었는데 헤어져도 괜찮을것같았는데 죽을것같다,1
세상살다보니 별 줫가튼 년이 다 설치네 대가리를 뽀사버릴라,0
난 원피스고 나왔으면 그러면 속초간다 연차내고,2
아주 굿. 우리나라 우숩게 아는폭스바겐.,0
근데왜 저는 그대가저를 그렇게 필사적으로 피하는데도스치듯 얼굴 본 것 만으로도 너무 기쁠까요..,1
우리 철수형도 한번더 수고부탁드립니다..,2
교육부에도 쓰레기가 있구나,0
박신혜 이쁘다 ㅎㅎㅎ,3
수명이 짧은 운동선수로써 엄청난 결정이네요...부인도활동하고 지금도 적은연봉은 아니니...멋있네요참ㅋ주장이라면 고려대상이 아니다..이말이참 감동적ㅋㅋㅋ,3
얼굴이 선한게 복받을 관상이구나~,2
아직도 전 남자친구한테 벗어나지 못해서 힘드네요,1
언제부터 품위같은게 있었다고,0
트럼프가 만에하나대통령이된다면미국은없다,2
실물 공개하지는 못하고 엉뚱한 증언 가지고 증거라고 우길려나보네,0
항상 반짝반짝 빛나고 있고 진짜 제 가수가 되어주셔서 감사합니다.,3
"엘지, 기아 선수 모두 집중력과 이기려는 의지가 엄청 강했다 멋지다",3
알 생겨서 더두꺼워질까요?ㅠ,1
5000만의 촛불이 켜져도 힘들걸 ~,2
 핑계인건 알지만 그래도 착하게 거절해줘서 고마웠어요.,3
모르도르의 사우론 탑이네,2
미친척하면 사면해준다면서요?,1
거기서 썩어라ㅡ독일서 종신형 살아라ㅡ,0
개 새 끼들 모든 재산 몰수해서 국민연금에 넣어라.,0
주말만되면... 청소를 해주차장입구에서?그가 오나 안오나...,1
"아 ~ 열받네!저런 저질, 쓰레기중에 쓰레기.",0
보검이는 우수상이 적당함 ...,2
당황하니 전라도 사투리 ㅋㅋㅋㅋㅋ,3
진짜진심으로 기상청왜있는거지?,0
이제부터 최순실한테 지원 안하겠지ㅂ신들아ㅉ 적당히좀 해,0
아주 편하게 음식을 할 수 있을 것 같아요,3
생각할수록최악이다.,0
국민들 정말 멋지십니다..,3
그런 꼼수가 있었구나,2
앞으로는 행복하렴.,3
갈때 가시더라도 제발 아부다비나 두바이 쪽 경유좀 하지마셈 출장가려고 하니 표가 없어요 에혀~,1
다른나라 아무데도 안할라하는데한국만 하겠네...ㅋㅋㅋㅋㅋ,1
 전국모든사찰에 대해....,2
 처음써보네요ㅠㅠㅠㅠㅜㅠ,3
   간단하고 먹음직스럽게 쉽고 맛나게후딱후딱 반찬 하게 해주셔서 감사해요~~~~,3
 나라에서 돈 찍어낼까요?,2
도깨비 살려주세요 ㅠㅠ,1
안녕하세요,3
박근헤 제발 누가좀 지구 밖으로 보내줘라 역대 최악,0
저런샊기들도 무기징역 먹이자,0
내가 아가들 좋아해서그러나 ㅋㅋ,3
  익숙하니까휴지버려지듯버려지는거 익숙함,1
꼭 확인하세요,2
 이렇게 집사기 어렵게 머ㅏㄴ들어 놓고 애 마이 낳으랜다.,0
 프랑스랑 차원이 다르지ㅋㅋ,2
새누리 이 개만도 못한것들....,0
 단발도 잘어울리는아름다운 연아누나!!,3
JTBC 멋집니다~!!,3
박근혜 하야 개누리당 해체가 답,0
예보도 안되고 하물며 실시간날씨도 틀리다뉘,0
 어제 힘주신 분들 너무 감사드립니다!!!!!!!!!!,3
한화는당장 감독 경질해라,0
우리의 식단을 책임지시는 백주부님께 드리는 선물입니다,3
18세면 선동해서 이용해 먹기 좋을때죠 ㅋㅋ,2
 요즘 더더더 멋져보여서 큰일이예요!,3
 근데 그 사건이 계속 생각이나서 미치겠어요,1
오늘 더위 꺽인다며ㅡㅡ,0
예쁜 모습만 보여줘서 너무 고마워요!!!,3
"당연히 전기, 수도, 철도는 민영화 하면 안되지..",0
내년 V6 부탁드립니다,3
이것도 저번 중국 지상버스처럼 개구라 사기 아님?,0
고철로 엿이나 바꿔먹어라!,0
ㅣ멋지다 유느닌님ㅎㅎㅎㅎㅎ,3
부탁 드리겠습니다ㅎㅎ,3
역시 선진국민의 성숙된 의식 많이 부럽습니다,2
대구지하철 희생자를 추모합니다!,1
팬들힌테 모자 벗고 답례할때 너무 멋있었다외쳐 장잘샀 !!,3
올해 하는것 봤으니내년에는 금고문좀 열어주길.....,2
병신년은 병신년이네..,0
매덕스 때문에 이어진 사랑이 매덕스 때문에 헤어 졌네.,1
"계약직에,임시직에,기간제에,대우는 노가다 보다 못한데.",1
컴퓨터같은 건 몰라도 그냥 일상그대로 살아도 되겠구만,2
유라 피부도 하얀데 핑쿠에 하얀패딩 입으니 더 애기애기하고 존예ㅠ,1
오래사귀면서 힘들 때가 한두번이 아닌데요,1
쭉응원할께여 ㅋㅋㅋ,3
20년 잘살았으니 남은인생은 콩밥먹으면서 잘보내라,0
"한국 외교부도.. 공식적으로 통보해라.... ""하나의 중국을 인정하지 않는다""",0
역시 일본이 한국보다 살기좋은 인간적인 나라인가.... 씁쓸하네.,1
이번엔 베터리 색상은?,2
박사모 쓰래기들아 ㅛ거 처ㅡ무라 ㅋㅋ요런 ㄱ ㅐ 쓰래기들 ㅇ ㅏ,0
하 진짜 다시 재회하면 좋을줄 아랐는데 아니네요....,1
세금 낼 돈 없다고 했지. 내가 먹고 놀 돈 없다고 했냐?,2
 오늘진짜많이웃었다~,3
맥주 대기중 ㅋㅋㅋㅋㅋ,3
덕혜옹주 너무 슬프게 보았던 기억이 있다.,1
뭐라고 답변할려나..예 그때제가뭐라고했습니까??,2
과거 좌파정권땐 특혜 누리던 화이트리스트들 아니었던가~,0
악역인데 미워할수가없어~,1
 지금 대한민국은 법 나부랑이로 좌우될 시기 아니다.,0
손흥민 뒤지게 맞자,0
근데 김제동이 여고생 분장한 느낌 ㅎㅎ,2
졌는데도 안다치고 경기끝나게해준거에 감사해라,3
넌 음주운전은하지마라,0
그 전에 탈퇴하고 할일해야되서 고민......ㅠㅠ,1
기부 소식 알려야 남들도 동기부여가 될수 있네요~^^,0
어리석은 대통령한사람 때문에 우리나라 국격이 땅바닥에 내팽겨쳤졌네...,1
참 누가 스폰인지 돈도 많네 이왕 줄거면 20씩 줘라...,0
헤드샷을 적극 추천합니다.,2
과자먹지말란소린가??,0
애가 없어서 다행이다,3
 아직학생이고 요즘가뜩이나 시험땜에 스트레스받는데 이런아저씨들 어떻게대처해요,1
졸업했는데 아직 취업안되신분들 많나요?,1
누가 장지진다고 한거같은데???,2
메론도 만들어주세요,3
일단생각해놓는건 알바인데...ㅠㅜ,1
저때문에 택배하나 배달하려다 변을 당하신건 아니겠죠0,1
이청아 이기우 너무잘어울리고 이쁜커플 ㅎㅎ,3
헤어진지 곧 1년이네요.,1
왈왈이야 왈왈이 할말없음,2
깐부 끊자는거냐.....?,1
김진욱 감독님이면 조범현 감독님이랑 재계약 안한게 납득이 되네,2
오랜만에왔는데  수고많으시내요,3
"와.. 모두 생각만 했지, 막상 실천 못한 일을 하셨습니다. 감사합니다",3
